id	title	context	triplets
247	Irish cleantech company Exergyn raises €30 million to roll out its sustainable thermal management tech	Dublin-based Exergyn has just raised €30 million for its novel and sustainable thermal management technology. This latest funding for the pioneering cleantech startup was led by Mercuria and Lacerta Partners with participation from McWin. Founded in 2012, Exergyn is on a mission to combat climate change through unique solid-state shape memory alloy technology that removes the need for destructive refrigerants. The product significantly reduces carbon emissions across a range of industries, including heating, ventilating, air-conditioning, refrigeration (HVACR), automotive, and aerospace. The HVACR industry alone is estimated to account for more than 10% of the global CO2 emissions. While Europe is aiming to drastically reduce carbon emissions, products such as those being developed by Exergyn could have a massive positive impact. We all are now well aware of the urgency to combat climate change, and European tech startups are certainly contributing lots of innovative solutions.	<triplet> Exergyn <sub> €30 million <obj> RECEIVES  <triplet> Mercuria <sub> €30 million <obj> INVESTS  <triplet> Lacerta Partners <sub> €30 million <obj> INVESTS  <triplet> McWin <sub> €30 million <obj> INVESTS 
1354	Copenhagen-based Layerise lands €1.1 million to grow its product onboarding tool	Danish startup Layerise has raised €1.1 million from German VC E.ventures, Falcon.io founder Ulrik Bo Larsen and Danish VC Heartcore. Founded in 2019, Layerise fills the gap that exists between the end user and the manufacturer of physical products. It acts as a digital assistant for physical products, allowing the buyer to find deeper information about the product, be reminded of maintenance, confirm ownership of the product if it has been stolen, and much more. Layerise is a white label solution, so manufacturers distribute their own branded version of the solution and the end user does not necessarily see that the solution is built on Layerise’s platform. Examples of customer types include: electric bicycles, electric motorcycles, clothing brands, IoT brands, medical device brands.	<triplet> Layerise <sub> €1.1 million <obj> RECEIVES  <triplet> E.ventures <sub> €1.1 million <obj> INVESTS  <triplet> Ulrik Bo Larsen <sub> €1.1 million <obj> INVESTS  <triplet> Danish VC Heartcore <sub> €1.1 million <obj> INVESTS 
2884	Irish agtech startup ApisProtect raises €1.5 million for its IoT solutions to help bees flourish	Bees are becoming an endangered species; in Ireland alone, one-third of 98 bee species face extinction. However the Cork-based agtech startup ApisProtect is taking action to help bees survive and flourish, using IoT sensors to monitor honey bee colonies. The company just raised a €1.5 million seed round led by Finistere Ventures and Atlantic Bridge Capital, with participation from Radicle Growth, the Yield Lab and Enterprise Ireland. Honey bees play an essential role in global food production, contributing €153 billion worth of pollination to the agriculture industry annually. One-third of all food we eat depends on pollinators, and there are 91 million managed beehives worldwide. ApisProtect helps commercial beekeepers more effectively manage colonies, and helps growers to optimise pollination. With ApisProtect, beekeepers do not need to rely on periodic, manual hive checks that can allow disease, pests and other issues to deteriorate hive health beyond rescue. The company now monitors the health of over six million honey bees in hives across Europe and North America, using the power of advanced sensors and machine learning to deliver a 24/7 early warning system, so beekeepers can give at-risk hives immediate attention and improve bee health.	<triplet> ApisProtect <sub> €1.5 million <obj> RECEIVES  <triplet> Finistere Ventures <sub> €1.5 million <obj> INVESTS  <triplet> Atlantic Bridge Capital <sub> €1.5 million <obj> INVESTS  <triplet> Radicle Growth <sub> €1.5 million <obj> INVESTS  <triplet> Yield Lab <sub> €1.5 million <obj> INVESTS  <triplet> Enterprise Ireland <sub> €1.5 million <obj> INVESTS 
1064	Berlin-based Remagine secures €20 million to finance startups with impact	Remagine, the founder-friendly finance platform for businesses ready to imagine a better future, today announces that it has secured €20 million in seed investment. The funds will be used to accelerate its product development and expand its team, to create a financial platform that supports and rewards businesses for being more impactful. The Berlin-based fintech has already provided over 20 revenue-based financings to startups, while operating in stealth mode. Among the diverse investor portfolio are renowned international fintech business angels such as former Global Head of Google Payment Jonathan Weiner and former COO of Venmo Michael Vaughan. Remagine was founded in 2019 by Julia M. Profeta Johansson and Sebastian Dienst, both serial founders and impact investing experts. Guided by the belief that every business can be more sustainable and impactful without compromising growth, Remagine provides a financial platform tailored to founders, which helps them to accelerate their positive social and environmental impact. It also eases the transition to a more responsible and sustainable world through its own operations – for example, Remagine has committed to a number of impact-driven initiatives, per account opening, financing and card transactions made. Additionally, the startup has pledged to contribute 10% of its profits to impact causes.	<triplet> Remagine <sub> €20 million <obj> RECEIVES  <triplet> Jonathan Weiner <sub> €20 million <obj> INVESTS  <triplet> COO <sub> €20 million <obj> INVESTS  <triplet> business angels <sub> €20 million <obj> INVESTS 
521	CryptoArt: Italian NFT startup Reasoned Art closed a €310K pre-seed round	The Italian startup Reasoned Art just closed its first investment round of €310K. Rosario Bifulco, president of the auction house Finarte S.p.A and collector of contemporary art, participated in the funding round, together with LVenture Group, which selected the startup for its LUISS EnLabs Acceleration Program. Thanks to the fresh capital, the team led by the founders Giulio Bozzo and Andrea Marec will be able to effectively plan the next steps to scale up. On June 10th, Reasoned Art curated the first decentralized exhibition of CryptoArt in Italy, exhibiting the works of Annibale Siconolfi, fuse * and Giuseppe Ragazzini on the screens of 30 newsstands in Milan; and eventually selling them during the first Italian CryptoArt auction. Reasoned Art, launched last June at the MEET – Digital Culture Center in Milan, is the first Italian gallery dedicated to CryptoArt: it selects the best digital artists worldwide, curates physical and virtual exhibitions, and certifies the authenticity of works allowing their sale through NFT.	<triplet> Reasoned Art <sub> €310K. <obj> RECEIVES  <triplet> Rosario Bifulco <sub> €310K. <obj> INVESTS  <triplet> LVenture Group <sub> RosarioBifulco <obj> INVESTS 
3098	COMATCH, the online marketplace for consultants, raises another €8 million	COMATCH, the marketplace for independent top management consultants and industry experts, has successfully completed a Series B round of financing led by Acton Capital Partners. A total of €8 million will be invested in COMATCH by Acton, Atlantic Labs and btov. In the summer of 2016, these same investors invested a total of €4 million. The fresh capital will be used to expand the company’s position as market leader in the DACH region and enable it to also become a leader on a European level. In 2017, Berlin-based COMATCH opened a branch office in Paris; currently it is expanding into Great Britain, and in the future it will serve southern and eastern Europe with an international key account team. The new funds will also be invested in further technological development: The existing matching-model will become even faster and more precise – currently, our clients received suggested candidates within 48 hours. Furthermore, services for our clients and consultants will be improved, e.g. it will be possible to purchase research activities and to put together teams of consultants. In the future, consultants from our network who would like to return to a permanent position will also receive support. Christoph Hardt, who founded COMATCH together with Jan Schächtele at the end of 2014, commented on the decision: “We are happy that we are taking these next steps with our existing investors, and that this excellent collaboration will continue. Together with the investors, the entire COMATCH team has achieved a great deal over the past few years. In this respect, the significant increase in investment not only expresses exceptional appreciation of our work, it is also essential in order to continue COMATCH’s growth and firmly establish the company throughout Europe as a partner for clients and consultants.”	<triplet> COMATCH <sub> €8 million <obj> RECEIVES  <triplet> COMATCH <sub> €4 million <obj> RECEIVES  <triplet> Acton Capital Partners <sub> €8 million <obj> INVESTS  <triplet> Atlantic Labs <sub> €8 million <obj> INVESTS  <triplet> btov <sub> €8 million <obj> INVESTS  <triplet> Acton Capital Partners <sub> €4 million <obj> INVESTS  <triplet> btov <sub> €4 million <obj> INVESTS  <triplet> Atlantic Labs <sub> €4 million <obj> INVESTS 
2317	Stockholm-based fintech scale-up Qvalia raises additional €1.2 million to automate finance processes	Qvalia, a Stockholm, Sweden-based financial technology company, has received an investment of €1.2 million from Investment AB Spiltan. The fresh capital will be used to accelerate the development and simplify the onboarding of new customers. Qvalia offers a software platform for finance process automation. “Our software increases the efficiency radically in daily finance operations within our customers’ existing IT infrastructure. There has been a strong interest since our roll-out in 2018, and we need to increase our development capacity. Spiltan has been a valuable partner since 2011, and we are grateful for their continued support”, says Henri Taipale, founder and CEO of Qvalia. Qvalia was initially founded in 2007 as an expert in transaction analysis, a data-driven service to identify accounting deviations and recover lost capital. The company grew rapidly and is now the Nordic leader. Based on the company’s insights into financial data management, in 2015 Qvalia started developing a platform for complete and flawless automation in finance processes for the enterprise, such as invoice management and transactional accounting. In 2018, Qvalia generated sales of €6.9 million. Spiltan already invested in Qvalia 2011 and 2016.	<triplet> Qvalia <sub> €1.2 million <obj> RECEIVES  <triplet> Spiltan <sub> €1.2 million <obj> INVESTS 
2913	Solar panel startup Otovo raises €10.5 million to bring green energy to rooftops across Europe	With energy costs on the rise and climate change on the horizon, the need for renewable energy has never been greater. Norwegian startup Otovo is making green energy more accessible for residents in Nordic states by helping them to easily install solar panels on their roofs. The startup was the winner of the Oslo Innovation Award 2018, and recently raised €10.5 million from investors KLP Liv / KLP AksjeNorge and Nysnø to expand its solution across Europe. Founded in 2016, Otovo has created unique platform that sells solar panels, simplifies installations, and compares the costs of dozens of local installers in a moment. Otovo’s solar panels generate clean energy for 25 years, and the startup buys back any extra energy produced. The startup’s planned European expansion will help accelerate the transition to a greener economy across the continent.	<triplet> KLP Liv / KLP AksjeNorge <sub> €10.5 million <obj> INVESTS  <triplet> Nysnø <sub> €10.5 million <obj> INVESTS  <triplet> Otovo <sub> €10.5 million <obj> RECEIVES 
1904	Tomb Raider creator invests €8.2 million in NURVV, shoe wearable startup that coaches runners in real time	UK startup NURVV has closed a Series A funding round of €8.2 million, led by Hiro Capital – the VC firm co-founded by Tomb Raider and Games Workshop creator Ian Livingstone. The startup will use the funds to debut its sports wearable product ‘NURVV Run’, as well as research and develop into its patented bio-mechanics sensor tech. NURVV, founded in 2016, aims to give everyone the power to understand what their bodies are truly capable of, to find their true potential. Frustrated by ‘post-run’ data shown on smart watches, and not knowing how to apply this in the next run, husband and wife team Jason Roberts and Ulrica Lundqvist decided to find a solution. After 12 months of research and development using core bio-mechanical principles, they came up with a new sensor technology. The result was NURVV Run – a smart shoe insole and app that coaches runners in real time. Today, as one of the most sophisticated wearable running technology on the market, it uses 32 sensors to capture data from the feet at 1,000 times a second, per sensor. More accurate than a GPS watch, it analyses this data and provides runners with insights on performance at the same time as running. This tech allows runners to not only improve technique, but also prevent injury.	<triplet> NURVV <sub> €8.2 million <obj> RECEIVES  <triplet> Hiro Capital <sub> €8.2 million <obj> INVESTS 
864	VC firm Antler closes €30 million fund for Nordic startups	The global early-stage venture capital firm Antlerhas closed its first Nordic fund. Following strong interest, Antler’s Nordic fund was oversubscribed, closing at around €30 million, including participation from Draper Esprit, Kistefos, the Danish state fund Vækstfonden, and the Norwegian state fund Investinor. Antler, which launched in 2017 in Singapore, invests in exceptional people building the defining companies of tomorrow. The Antler Nordic fund will continue to invest in innovative startups in Sweden, Norway and Denmark, with strong and complementary co-founding teams, validated business models and global potential. Antler also recently announced that its investment strategy in Denmark would focus on backing green, sustainable companies. Oscar Westergård, Partner at Antler Nordics, explained further: “We are experiencing rapid growth. Since the start, we have invested in over 60 companies across the Nordics and it feels truly inspiring to close an oversubscribed fund, allowing us to continue to invest in groundbreaking ventures.”	<triplet> Antler <sub> €30 million <obj> RECEIVES  <triplet> Draper Esprit <sub> €30 million <obj> INVESTS  <triplet> Kistefos <sub> €30 million <obj> INVESTS  <triplet> Vækstfonden <sub> €30 million <obj> INVESTS  <triplet> Investinor <sub> €30 million <obj> INVESTS 
3748	Casual trading app BUX secures $6.9 million to further accelerate growth	BUX, the trading app that makes trading and investing in the financial markets accessible to everybody, has closed a third financing round of $6.9 million to further accelerate its rapid growth across Europe. Since launching over a year ago, BUX has welcomed over 350,000 users and is available in the UK, the Netherlands, Germany and Austria. In these countries the London- and Amsterdam-based company has managed to open up the financial markets to an entirely new audience: According to BUX, 60% of “BUXsters” are younger than 34 years old, and 78% of them have little to no previous trading experience. Therefore first time traders begin trading with virtual money in order to allow them to discover the stock market in a risk-free way. After that, they can choose to convert to real money. In total BUX stated that it has already processed $3 billion in total trade value. Lead investor of this round was the German VC Holtzbrinck Ventures, one of the leading VC funds targeting European startups. Holtzbrinck Ventures’ participation endorses BUX’s mission to disrupt and re-invent traditional brokerage for a new generation.	<triplet> BUX <sub> $6.9 million <obj> RECEIVES 
977	Polish startup Tylko raises €22 million to expand its ‘digital-first’, personalised & sustainable furniture beyond Europe	Tylko, the Polish digital-first furniture company, announced today the clossing of a €22 million Series C round of funding led by Israel-based Pitango Ventures and Finnish Evli Growth Partners. The €22 million investment follows a strong year for Tylko, with its unique approach to furniture design generating a 132% increase in sales in 2020 in comparison to previous years. Angel investors in this Series C round include Brian Walker, former CEO of furniture giant Herman Miller, who had been advising Tylko prior to his investment, and Mark Williamson, COO of renowned US-based online classes platform MasterClass. As part of this investment, Rami Kalish from Pitango Ventures, Mikko Kuitunen from Evli Growth Partners and Brian Walker will join the company’s Supervisory Board. Since its creation in 2015, Tylko has served almost 60,000 satisfied customers and shows no signs of slowing down. Tylko believes that the furniture industry can be swayed from ‘fast furniture’ towards durable, user-first products. Individually designed by the customer from home, based on the principles of parametric design, each item is an individual solution. By embedding conscious consumption in everything it makes, Tylko incorporates sustainability into high-quality and well-designed products.	<triplet> Tylko <sub> €22 million <obj> RECEIVES  <triplet> Pitango Ventures <sub> €22 million <obj> INVESTS  <triplet> Finnish Evli Growth Partners <sub> €22 million <obj> INVESTS  <triplet> Tylko <sub> €22 million <obj> RECEIVES  <triplet> Tylko <sub> €22 million <obj> RECEIVES  <triplet> Tylko <sub> €22 million <obj> RECEIVES  <triplet> Tylko <sub> €22 million <obj> RECEIVES  <triplet> Tylko <sub> €22 million <obj> RECEIVES  <triplet> Brian Walker <sub> €22 million <obj> INVESTS  <triplet> Mark Williamson <sub> €22 million <obj> INVESTS 
986	Luxembourg-based STOKR lands €3.9 million to meet surging security token demand	Today STOKR, the EU’s pioneering digital marketplace for alternative assets, has announced the conclusion of its pre-series A funding round with strategic investments from Borderless Capital, Utopia Genesis Foundation, and G1 Ventures. With over €3.9 million raised in total, STOKR plans to scale up its investment platform to meet the surging demand for EU-compliant security token offerings (STOs). Founded in 2017, STOKR is a European pioneering digital investment marketplace for alternative assets, where smart investors connect with and fund innovative businesses. STOKR is the ‘all-in-one solution’ for young and growing ventures looking to raise capital in the EU. Operating out of Luxembourg, STOKR provides founders with the full suite of technical deployment, investment structuring, and compliance support for the issuance of EU-compliant security token offerings (STOs). Through carefully selected high-profile offerings, STOKR fosters a risk-reduced environment, liberates investment opportunities from traditional venture capital, and directly connects visionary ventures to a network of professional and retail investors. STOKR allows investors to participate in the future success of a diverse range of ventures through profit- or revenue-sharing rights, without middlemen such as custodians or brokers.	<triplet> STOKR <sub> €3.9 million <obj> RECEIVES  <triplet> Borderless Capital <sub> €3.9 million <obj> INVESTS  <triplet> Utopia Genesis Foundation <sub> €3.9 million <obj> INVESTS  <triplet> G1 Ventures <sub> €3.9 million <obj> INVESTS 
3476	BillFront raises € 33 million to help digital media companies manage invoicing	BillFront is a London and Berlin-based FinTech startup which enables the digital media industry to get faster access to their media revenues. The young company has just announced the successful completion of an integrated debt and equity Series A funding round worth €33 million. The media industry still suffers from the long payment terms offered by many of the largest media buyers, which hampers the speed at which companies in the space can grow. Conversely, it is a major advantage for ad-tech companies to be able to offer short payment terms to their suppliers. BillFront uses technology that is based on data-driven risk management methodology, which connects directly to media companies’ invoicing systems and automatically suggests eligible invoices for financing. This means that customers receive financing in a fraction of the time compared to traditional finance providers. The company works with corporate clients within the digital media space such as advertising agencies, Demand-Side and Supply-Side-Platforms, ad-exchanges, networks, as well as publishers and app developers all around the world.	<triplet> BillFront <sub> €33 million <obj> RECEIVES 
3646	Stockholm-based smart home startup Glue raises $3 million in seed funding	Glue, the Swedish smart home startup, enabling home access via mobile phones, today announces that it has raised $3 million in seed funding. The fresh capital will be used to support the continued development of an ecosystem around in-home delivery of products and services. Two of Glue’s new backers, former Tesla CPO Peter Carlsson and Rovio (Angry Birds) owner and Chairman Kaj He Would, join the board of directors and advisory board, respectively.	<triplet> Glue <sub> $3 million <obj> RECEIVES  <triplet> Peter Carlsson <sub> $3 million <obj> INVESTS  <triplet> Rovio ( Angry Birds ) owner and Chairman <sub> $3 million <obj> INVESTS 
1919	Lille-based Hootside raises €1.6 million to develop its AR video games app	French startup Hootside (previously Augmenteo), an augmented reality video game studio, has raised €1.6 million. The funds will be used to develop its AR games app, grow its team by 60%, acquire the rights to operate new popular franchises, and expand its presence in France and abroad. The round was led by Finovam Gestion, Nord France Amorquage, Nord Capital Investissement (via the Innovation pocket as part of the partnership with the Village by CA), as well as banking partners including Crédit Agricole Nord de France,BNP Paribas, Banque Populaire and BPI France. Hootside studio, founded in 2017 by Charlotte Landry and Quentin Warnant, is developing an app that offers a catalog of AR games. Based at the Lille incubator Euratechnologies, the startup has previously collaborated with the giantUbisoftby integrating a version of its famous franchise “Assassin’s Creed”. As part of this partnership, Hootside developed an immersion experience at the Museum of the Foreign Legion at the end of 2019 relating to the game, as well as an experience drawn from the game “Rabbids” in the Printemps Haussmann gallery.	<triplet> Hootside <sub> €1.6 million <obj> RECEIVES  <triplet> Finovam Gestion <sub> €1.6 million <obj> INVESTS  <triplet> Nord France Amorquage <sub> €1.6 million <obj> INVESTS  <triplet> Nord Capital Investissement <sub> €1.6 million <obj> INVESTS  <triplet> Crédit Agricole Nord de France <sub> €1.6 million <obj> INVESTS  <triplet> BNP Paribas <sub> €1.6 million <obj> INVESTS  <triplet> Banque Populaire <sub> €1.6 million <obj> INVESTS  <triplet> BPI France <sub> €1.6 million <obj> INVESTS 
319	German healthtech startup Formel Skin gets €30 million boost to make dermatology more accessible	Berlin-based Formel Skin has just secured a €30 million Series A funding round, led by Singular and accompanied by Heal Capital, for its dermatology platform. Other investors in the round include Cherry Ventures, Heartcore Capital and Vorwerk Ventures. Founded by Florian Semler, Anton Kononov and Dr Sarah Bechstein in 2019, Formel Skin launched with the aim to provide quality and individualised dermatological medical care online. Billions of people across the world suffer from dermatological conditions. Most of the conditions can be diagnosed and treated remotely, giving patients the relief they need. However, reaching dermatological care is currently more challenging than it needs to be – patients tend to find themselves confronted with long waiting lists and expensive treatment.	<triplet> Formel Skin <sub> €30 million <obj> RECEIVES  <triplet> Singular <sub> €30 million <obj> INVESTS  <triplet> Heal Capital <sub> €30 million <obj> INVESTS  <triplet> Cherry Ventures <sub> €30 million <obj> INVESTS  <triplet> Heartcore Capital <sub> €30 million <obj> INVESTS  <triplet> Vorwerk Ventures <sub> €30 million <obj> INVESTS 
3851	Flower delivery startup Bloom & Wild secures £2.5m by MMC Ventures	The ‘flowers through the letterbox’ gifting company has closed a £2.5m Series A funding round, led by MMC Ventures, alongside existing angel investors – Samos, Indian outfit Catamaran Ventures and angel investor Scott Sage. Co-founders Aron Gelbard and Ben Stanway set out to use technology to create the UK’s most loved flower brand. They developed their award-winning letterbox packaging to enable a bouquet of fresh flowers to be delivered through a standard UK letterbox.iPhone and Android apps allow the user to select and send fresh flowers in under 30 seconds, while on the go. The Telegraph states that the company intends to provide same-day delivery in London and next-day delivery nationwide by the end of the year. Now the company offers both one-off orders and subscriptions for its monthly flower delivery offering. Bloom & Wild delivers thousands of boxes of flowers each week and 70pc of orders are generated on mobile devices. The owners of the company are going to use the funding to support further website and app development, investing in the UX, design and development teams, and to trial new products. Announcement about the new investment comes the week after Bloom & Wild announced their iOS app supports the newly launched Apple Pay. It was one of the first businesses in the UK to offer Apple Pay this month.	<triplet> letterbox <sub> £2.5m <obj> RECEIVES  <triplet> angel investors <sub> £2.5m <obj> INVESTS  <triplet> Catamaran Ventures <sub> £2.5m <obj> INVESTS  <triplet> Samos <sub> £2.5m <obj> INVESTS  <triplet> Scott Sage <sub> £2.5m <obj> INVESTS 
2380	German biotech company vasopharm raises €9.5 million to commercialize its treatment for traumatic brain injuries	It is likely you have hit your head before and thought nothing of it. But depending on the severity of the impact, it could result in a traumatic brain injury (TBI) – a common, underdiagnosed condition that can result in a range of cognitive and behavioural problems that make it difficult to lead a normal life. For example, studies have shown that around half of homeless men had suffered TBIs before becoming homeless. In Europe alone, head trauma is the because of about 2.5 million emergency room visits each year, roughly one million hospital admissions, nearly 75,000 deaths and approximately 100,000 cases of severe long-term disability (such as functional and cognitive disorders and learning disabilities). The global economic burden of TBI is estimated at about $400 billion when indirect costs such as productivity loss are taken into consideration.Würzburg-based vasopharm GmbH is a biopharmaceutical company developing a develop novel therapeutics to treat TBIs. The company has announced the successful raise of a €9.5 million financing round co-led by HeidelbergCapital Private Equity and EF Investments. Existing investors Bayern Kapital, Future Capital, clients of Hanseatic Asset Management and Ringtons Holdings also participated in the round.	<triplet> vasopharm GmbH <sub> €9.5 million <obj> RECEIVES  <triplet> HeidelbergCapital Private Equity <sub> €9.5 million <obj> INVESTS  <triplet> EF Investments <sub> €9.5 million <obj> INVESTS  <triplet> Bayern Kapital <sub> €9.5 million <obj> INVESTS  <triplet> Future Capital <sub> €9.5 million <obj> INVESTS  <triplet> Hanseatic Asset Management <sub> €9.5 million <obj> INVESTS  <triplet> Ringtons Holdings <sub> €9.5 million <obj> INVESTS 
1588	Paris-based I MAKE raises €1.5 million to boost its DIY ‘makers’ marketplace	French startupI MAKE, the French marketplace offering over 50,000 items to help people make things themselves instead of buying ready-made products online, has just raised €1.5 million from Eutopia, Kima Ventures (Xavier Niel‘s fund dedicated to startups), and various private investors, including Thibaud Hug de Larauze (co-founder and CEO of Back Market). Founder Elodie Abécassis created I MAKE in 2019, motivated by the idea that “doing things yourself” is, and will increasingly be, part of building a more responsible society. Whatever your project, be it clothes, cosmetics, cleaning products, cooking, gardening, or decoration, I MAKE offers all the supplies users need from one place to make things themselves instead of buying ready-made products. Convinced that the future will focus on responsible consumption, I MAKE is part of the societal ‘Do-It-Yourself’ trend which has been amplified during the COVID-19 pandemic lockdown. Elodie Abécassis, founder of I MAKE, explains:“I am convinced that the “Make versus Buy” is the new way of consumption. Making rather than buying is, in my opinion, a lifestyle which goes far beyond the creative hobby. However, I find that it is sometimes difficult to get supplies, and that it happens very often to go to 3 different shops for a single project. That is why I decided to create I MAKE, and propose a website that gathers all the supplies in the same place but also shares tips and inspirations to make everything by yourself”.	<triplet> MAKE <sub> €1.5 million <obj> RECEIVES  <triplet> Eutopia <sub> €1.5 million <obj> INVESTS  <triplet> Kima Ventures <sub> €1.5 million <obj> INVESTS  <triplet> private investors <sub> €1.5 million <obj> INVESTS  <triplet> Thibaud Hug de Larauze <sub> €1.5 million <obj> INVESTS 
2448	London-based virtual fertility clinic Apricity raises €6 million in Series A funding	London-based Apricity, a virtual fertility clinic, combines medical care with new technologies, applying AI to increase chances of conception. The service helps prospective parents identify and connect with the best clinicians, and provides continuous, personalised support through its app, which keeps users up-to-date with appointments and medications, and contains a library of tools and advice. The startup has raised €6 million in a Series A round from AXA’s Kamet Ventures, bringing the total raised by the startup to €8.8 million. Already launched in the UK, Apricity heralds a new approach to reproductive medicine – with the mission of making fertility treatment less arduous and more effective. One in six couples experience difficulty in conceiving, however Apricity boasts a 50% success rate. Meanwhile, the global fertility market is predicted to hit $31 billion by 2023.	<triplet> Kamet Ventures <sub> €6 million <obj> INVESTS  <triplet> Apricity <sub> €6 million <obj> RECEIVES 
2659	Copenhagen-based customer review platform Trustpilot raises €48.5 million in Series E funding	Copenhagen-basedTrustpilot, the customer review platform that let us people share their experiences to help others make better choices, and provides feedback to companies to help them improve their services, has raised €48.5 million in Series E funding. Founded in 2007, Trustpilot has grown rapidly since, and now has more than 58 million reviews of over 265,000 companies in more than 150 countries. Trustpilot is now among the top 1% most visited websites worldwide and a leader in the UK, as well as other European markets and North America. Its brand is seen more than 3.5 billion times online each month. Feedback shared through the Trustpilot platform empowers consumers to get closer to the companies they buy from, make better buying decisions and influence others. For companies, openly collecting consumer reviews on Trustpilot not only helps them grow and show brand trust but also delivers tangible, measurable business results such as actionable customer insights, helping more consumers discover their brand online (including through the strongest SEO power of any comparable platform) and turning significantly more browsers into buyers.	<triplet> Trustpilot <sub> €48.5 million <obj> RECEIVES 
1270	Helsinki-based proptech Kodit.io announces €100 million to finance new home purchases	Kodit.io, the real estate startup that aims to make buying and selling homes fast, simple and safe, has raised €100 million in a combination of equity and debt, led by leading Nordic real estate investor NREP, to finance new home purchasing for its real estate portfolio. With NREP backing its growth, Kodit.io seeks to scale its reach in existing countries, while eyeing expansion into new geographies. Since 2017, Kodit.io has grown to become one of Europe’s leading iBuyer (instant home buyer) startups with operations in Finland, Spain, and Poland. The company started by building a machine learning-powered real estate data platform to give home sellers instant cash offers, and to provide home buyers with renovated move-in ready homes. Kodit.io has recently launched a tech-driven real estate brokerage and is expanding to provide flexible living solutions with the aim of becoming a destination for all housing needs. “We have grown to a level where we are ready to absorb institutional real estate capital and I could not think of a better partner than NREP to do that with. They are true forerunners and innovators in the real estate industry,”said Kodit.io founder Kalle Salmi.	<triplet> Kodit.io <sub> €100 million <obj> RECEIVES  <triplet> NREP <sub> €100 million <obj> INVESTS 
1127	UK-based NearSt secures €2.2 million to challenge Amazon with ‘local-availability’ tech	Google-backed, NearSt, a British retail technology business driving more people onto the high street, has raised around €2.2 million in seed funding. The round brings in finance from the Grosvenor Group, retail specialistsTrue Global, consumer tech specialistsYYX Capitaland Moscar Capital, and takes the total raised by NearStto over €5 million, following an earlier approx. €2.2 million raise in February 2020. The startup will use the fresh funds to fuel footfall into bricks and mortar stores at a critical time for physical retailers. Founded in 2015 by Max Kreijn and Nick Brackenbury, the duo developed technology that makes products on physical store shelves visible to shoppers searching online nearby. Businesses like Google use the technology to show real-time local product availability directly in search results. As the pandemic has shifted traditional shopping behaviours online, the London-born startup witnessed a tripling in demand from shoppers seeking out local product availability in 2020. NearSt’s technology helped redirect attention back to the nation’s high streets, locating items they were searching for online in nearby bricks-and-mortar stores.	<triplet> NearSt <sub> €2.2 million <obj> RECEIVES  <triplet> Grosvenor Group <sub> €2.2 million <obj> INVESTS  <triplet> retail specialistsTrue Global <sub> €2.2 million <obj> INVESTS  <triplet> consumer tech specialistsYYX <sub> €2.2 million <obj> INVESTS  <triplet> Capitaland Moscar Capital <sub> €2.2 million <obj> INVESTS 
2994	Madrid-based influencer marketing platform SamyRoad secures €1.4 million to boost its expansion	The Spanish startup SamyRoad, which created a technological platform that identifies profiles of influencers for major brands, has closed a financing round of €1.4 million. This round was led by the Inveready Technology Investment Group and Sabadell Venture Capital funds. The fresh capital will be used for the expansion of SamyRoad in Latin America and Europe. Founded in 2013, SamyRoad has established itself as the tool for brands to identify the best influencers and for the production of qualitative content. The Madrid based startup is working with a community with more than 25,000 creators and influencers from around the world. Still growing fast, SamyRoad reached a positive EBITDA in 2017, while executing the international expansion plan towards Latin America and Portugal. Patricia Ratia, co-founder and financial director of SamyRoad, stated: “This injection of capital reinforces our expansion plan for the coming months and in this sense, Argentina and Brazil will be our main objectives in Latin America and France in Europe. We are very pleased to have closed this round with such success through these two funds. This is going to suppose the definitive impulse for our strategic growth plan.”	<triplet> SamyRoad <sub> €1.4 million <obj> RECEIVES  <triplet> Inveready Technology Investment Group <sub> €1.4 million <obj> INVESTS  <triplet> Sabadell Venture Capital <sub> €1.4 million <obj> INVESTS  <triplet> SamyRoad <sub> €1.4 million <obj> RECEIVES  <triplet> SamyRoad <sub> €1.4 million <obj> RECEIVES 
4123	Food delivery: foodpanda secured more than $ 20 million	foodpanda, one of the fastest growing food delivery services worldwide, secured more than $ 20 million funding from a group of investors – among them Investment AB Kinnevik and Phenomen Ventures. The startup, which was founded by Rocket Internet (headquartered in Berlin) in 2012, focuses especially on emerging markets. Together with its affiliated brand hellofood, foodpanda already operates in 27 countries on four continents and reaches about three billion people worldwide. In the last months, foodpanda and hellofood expanded into 15 more countries and launched a mobile app for iOS and Android, which is already a leading food delivery app in most of the entered countries. In today’s press release, foodpanda stated that it cooperates with more than 15,000 restaurants and is already market leader in the majority of the countries the company operates in. foodpanda recently also took over the competitor Ételvitel KFT in Hungary. Ralf Wenzel, global managing director of foodpanda, stated: “With the new capital we will make another huge step forward to further accelerated growth and optimized customer service. It is our goal that foodpanda comes into everyone is mind, when thinking about ordering food.”	<triplet> foodpanda <sub> $20 million <obj> RECEIVES  <triplet> Investment AB Kinnevik <sub> $20 million <obj> INVESTS  <triplet> Phenomen Ventures <sub> $20 million <obj> INVESTS 
